appearance_id,repetition,outer_fold_id,row_id,x_group_id,y,pred_null_oof,pred_one_oof,resid_one_oof,pred_two_oof,resid_two_oof,scale_one_oof,z_one_oof,scale_two_oof,z_two_oof,p2_attempt_status,fallback_code
id:rep-004%3Arow-03,4,id:outer-04-fold-1,id:row-03,id:x%3A0x1.0000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-004%3Arow-04,4,id:outer-04-fold-2,id:row-04,id:x%3A0x1.8000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-004%3Arow-05,4,id:outer-04-fold-3,id:row-05,id:x%3A0x1.0000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-004%3Arow-06,4,id:outer-04-fold-4,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-004%3Arow-07,4,id:outer-04-fold-5,id:row-07,id:x%3A0x1.8000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-004%3Arow-08,4,id:outer-04-fold-1,id:row-08,id:x%3A0x1.c000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-004%3Arow-09,4,id:outer-04-fold-2,id:row-09,id:x%3A0x1.0000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-004%3Arow-10,4,id:outer-04-fold-3,id:row-10,id:x%3A0x1.2000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-01,5,id:outer-05-fold-5,id:row-01,id:x%3A0x0.0p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-02,5,id:outer-05-fold-1,id:row-02,id:x%3A0x1.0000000000000p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-03,5,id:outer-05-fold-2,id:row-03,id:x%3A0x1.0000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-04,5,id:outer-05-fold-3,id:row-04,id:x%3A0x1.8000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-05,5,id:outer-05-fold-4,id:row-05,id:x%3A0x1.0000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-06,5,id:outer-05-fold-5,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-07,5,id:outer-05-fold-1,id:row-07,id:x%3A0x1.8000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-08,5,id:outer-05-fold-2,id:row-08,id:x%3A0x1.c000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-09,5,id:outer-05-fold-3,id:row-09,id:x%3A0x1.0000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-005%3Arow-10,5,id:outer-05-fold-4,id:row-10,id:x%3A0x1.2000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-01,6,id:outer-06-fold-1,id:row-01,id:x%3A0x0.0p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-02,6,id:outer-06-fold-2,id:row-02,id:x%3A0x1.0000000000000p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-03,6,id:outer-06-fold-3,id:row-03,id:x%3A0x1.0000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-04,6,id:outer-06-fold-4,id:row-04,id:x%3A0x1.8000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-05,6,id:outer-06-fold-5,id:row-05,id:x%3A0x1.0000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-06,6,id:outer-06-fold-1,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-07,6,id:outer-06-fold-2,id:row-07,id:x%3A0x1.8000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-08,6,id:outer-06-fold-3,id:row-08,id:x%3A0x1.c000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-09,6,id:outer-06-fold-4,id:row-09,id:x%3A0x1.0000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-006%3Arow-10,6,id:outer-06-fold-5,id:row-10,id:x%3A0x1.2000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-01,7,id:outer-07-fold-2,id:row-01,id:x%3A0x0.0p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-02,7,id:outer-07-fold-3,id:row-02,id:x%3A0x1.0000000000000p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-03,7,id:outer-07-fold-4,id:row-03,id:x%3A0x1.0000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-04,7,id:outer-07-fold-5,id:row-04,id:x%3A0x1.8000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-05,7,id:outer-07-fold-1,id:row-05,id:x%3A0x1.0000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-06,7,id:outer-07-fold-2,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-07,7,id:outer-07-fold-3,id:row-07,id:x%3A0x1.8000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-08,7,id:outer-07-fold-4,id:row-08,id:x%3A0x1.c000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-09,7,id:outer-07-fold-5,id:row-09,id:x%3A0x1.0000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-007%3Arow-10,7,id:outer-07-fold-1,id:row-10,id:x%3A0x1.2000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-01,8,id:outer-08-fold-3,id:row-01,id:x%3A0x0.0p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-02,8,id:outer-08-fold-4,id:row-02,id:x%3A0x1.0000000000000p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-03,8,id:outer-08-fold-5,id:row-03,id:x%3A0x1.0000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-04,8,id:outer-08-fold-1,id:row-04,id:x%3A0x1.8000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-05,8,id:outer-08-fold-2,id:row-05,id:x%3A0x1.0000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-06,8,id:outer-08-fold-3,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-07,8,id:outer-08-fold-4,id:row-07,id:x%3A0x1.8000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-08,8,id:outer-08-fold-5,id:row-08,id:x%3A0x1.c000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-09,8,id:outer-08-fold-1,id:row-09,id:x%3A0x1.0000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-008%3Arow-10,8,id:outer-08-fold-2,id:row-10,id:x%3A0x1.2000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-01,9,id:outer-09-fold-4,id:row-01,id:x%3A0x0.0p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-02,9,id:outer-09-fold-5,id:row-02,id:x%3A0x1.0000000000000p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-03,9,id:outer-09-fold-1,id:row-03,id:x%3A0x1.0000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-04,9,id:outer-09-fold-2,id:row-04,id:x%3A0x1.8000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-05,9,id:outer-09-fold-3,id:row-05,id:x%3A0x1.0000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-06,9,id:outer-09-fold-4,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-07,9,id:outer-09-fold-5,id:row-07,id:x%3A0x1.8000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-08,9,id:outer-09-fold-1,id:row-08,id:x%3A0x1.c000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-09,9,id:outer-09-fold-2,id:row-09,id:x%3A0x1.0000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-009%3Arow-10,9,id:outer-09-fold-3,id:row-10,id:x%3A0x1.2000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-01,10,id:outer-10-fold-5,id:row-01,id:x%3A0x0.0p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-02,10,id:outer-10-fold-1,id:row-02,id:x%3A0x1.0000000000000p%2B0,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-03,10,id:outer-10-fold-2,id:row-03,id:x%3A0x1.0000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-04,10,id:outer-10-fold-3,id:row-04,id:x%3A0x1.8000000000000p%2B1,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-05,10,id:outer-10-fold-4,id:row-05,id:x%3A0x1.0000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-06,10,id:outer-10-fold-5,id:row-06,id:x%3A0x1.4000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-07,10,id:outer-10-fold-1,id:row-07,id:x%3A0x1.8000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-08,10,id:outer-10-fold-2,id:row-08,id:x%3A0x1.c000000000000p%2B2,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-09,10,id:outer-10-fold-3,id:row-09,id:x%3A0x1.0000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
id:rep-010%3Arow-10,10,id:outer-10-fold-4,id:row-10,id:x%3A0x1.2000000000000p%2B3,4.0,4.0,4.0,0.0,4.0,0.0,,,,,failed_with_p1_fallback,COLLAPSED_SEGMENTS
