x_group_id,grid_index,x,full_prediction,without_group_prediction,s_ref,s_ref_status,normalized_delta,status
id:x%3A0x0.0p%2B0,23,0.414,1.5149599999999999,1.6442807349832056,2.594070605998847,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,24,0.432,1.52648,1.3971592650167943,2.594070605998847,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,25,0.45,1.538,1.6673207349832058,2.594070605998847,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,26,0.468,1.54952,1.4201992650167943,2.594070605998847,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,27,0.486,1.56104,1.6903607349832057,2.594070605998847,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,28,0.504,1.57256,1.4549956954698127,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,29,0.522,1.5840800000000002,1.7016443045301872,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,30,0.54,1.5956000000000001,1.478035695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,31,0.558,1.60712,1.7246843045301872,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,32,0.576,1.61864,1.501075695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,33,0.594,1.63016,1.7477243045301871,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,34,0.612,1.64168,1.524115695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,35,0.63,1.6532,1.770764304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,36,0.648,1.66472,1.547155695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,37,0.666,1.67624,1.793804304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,38,0.684,1.68776,1.5701956954698129,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,39,0.702,1.69928,1.816844304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,40,0.72,1.7107999999999999,1.5932356954698128,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,41,0.738,1.72232,1.8398843045301874,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,42,0.756,1.73384,1.6162756954698128,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,43,0.774,1.74536,1.8629243045301873,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,44,0.792,1.75688,1.6393156954698127,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,45,0.81,1.7684000000000002,1.8859643045301873,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,46,0.828,1.77992,1.6623556954698127,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,47,0.846,1.7914400000000001,1.9090043045301872,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,48,0.864,1.8029600000000001,1.685395695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,49,0.882,1.81448,1.9320443045301872,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,50,0.9,1.826,1.708435695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,51,0.918,1.83752,1.9550843045301871,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,52,0.936,1.84904,1.731475695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,53,0.954,1.86056,1.978124304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,54,0.972,1.87208,1.754515695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,55,0.99,1.8836,2.001164304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,56,1.0,1.8900000000000001,1.772435695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,57,1.008,1.89512,2.012684304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,58,1.026,1.90664,1.7890756954698128,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,59,1.044,1.91816,2.0357243045301874,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,60,1.062,1.92968,1.8121156954698128,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,61,1.08,1.9412,2.0587643045301873,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,62,1.098,1.9527200000000002,1.8351556954698132,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,63,1.116,1.9642400000000002,2.0818043045301873,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,64,1.134,1.97576,1.8581956954698127,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,65,1.152,1.98728,2.1048443045301872,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,66,1.17,1.9988000000000001,1.881235695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,67,1.188,2.01032,2.127884304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,68,1.206,2.02184,1.904275695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,69,1.224,2.03336,2.150924304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,70,1.242,2.04488,1.927315695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,71,1.26,2.0564,2.173964304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,72,1.278,2.06792,1.950355695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,73,1.296,2.07944,2.197004304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,74,1.314,2.09096,1.9733956954698129,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,75,1.332,2.10248,2.220044304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,76,1.35,2.114,1.9964356954698128,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,77,1.368,2.12552,2.243084304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,78,1.386,2.13704,2.0194756954698128,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,79,1.404,2.14856,2.266124304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,80,1.422,2.16008,2.0425156954698127,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,81,1.44,2.1715999999999998,2.289164304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,82,1.458,2.1831199999999997,2.0655556954698127,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,83,1.476,2.19464,2.312204304530187,2.3582460054534993,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,84,1.494,2.20616,2.088595695469813,2.3582460054534993,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,85,1.512,2.21768,2.335244304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,86,1.53,2.2292,2.111635695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,87,1.548,2.24072,2.358284304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,88,1.566,2.25224,2.134675695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,89,1.584,2.26376,2.381324304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,90,1.602,2.27528,2.157715695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,91,1.62,2.2868000000000004,2.4043643045301875,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,92,1.638,2.29832,2.180755695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,93,1.656,2.30984,2.427404304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,94,1.674,2.3213600000000003,2.2037956954698132,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,95,1.692,2.3328800000000003,2.4504443045301874,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,96,1.71,2.3444000000000003,2.226835695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,97,1.728,2.3559200000000002,2.4734843045301873,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,98,1.746,2.36744,2.249875695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,99,1.764,2.37896,2.4965243045301873,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,100,1.782,2.39048,2.272915695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,101,1.8,2.402,2.519564304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,102,1.818,2.41352,2.295955695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,103,1.836,2.42504,2.542604304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,104,1.854,2.43656,2.318995695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,105,1.872,2.44808,2.565644304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,106,1.89,2.4596,2.342035695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,107,1.908,2.47112,2.588684304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,108,1.926,2.48264,2.365075695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,109,1.944,2.49416,2.611724304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,110,1.962,2.50568,2.388115695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,111,1.98,2.5172,2.634764304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,112,1.998,2.52872,2.411155695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,113,2.0,2.5300000000000002,2.6475643045301873,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,114,2.016,2.54024,2.4226756954698128,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,115,2.034,2.55176,2.669324304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,116,2.052,2.56328,2.4457156954698127,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,117,2.07,2.5747999999999998,2.692364304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,118,2.088,2.58632,2.468755695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,119,2.106,2.5978399999999997,2.7154043045301868,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,120,2.124,2.60936,2.491795695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,121,2.142,2.6208799999999997,2.7384443045301867,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,122,2.16,2.6324,2.514835695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,123,2.178,2.64392,2.761484304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,124,2.196,2.6554400000000005,2.5378756954698134,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,125,2.214,2.66696,2.784524304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,126,2.232,2.6784800000000004,2.5609156954698133,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,127,2.25,2.69,2.807564304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,128,2.268,2.70152,2.583955695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,129,2.286,2.7130400000000003,2.8306043045301874,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,130,2.304,2.72456,2.606995695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,131,2.322,2.7360800000000003,2.8536443045301874,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,132,2.34,2.7476000000000003,2.630035695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,133,2.358,2.7591200000000002,2.8766843045301873,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,134,2.376,2.77064,2.653075695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,135,2.394,2.78216,2.8997243045301873,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,136,2.412,2.79368,2.676115695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,137,2.43,2.8052,2.922764304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,138,2.448,2.81672,2.699155695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,139,2.466,2.82824,2.945804304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,140,2.484,2.83976,2.722195695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,141,2.502,2.85128,2.968844304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,142,2.52,2.8628,2.745235695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,143,2.538,2.87432,2.991884304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,144,2.556,2.88584,2.768275695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,145,2.574,2.89736,3.014924304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,146,2.592,2.90888,2.791315695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,147,2.61,2.9204,3.037964304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,148,2.628,2.93192,2.814355695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,149,2.646,2.94344,3.061004304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,150,2.664,2.95496,2.8373956954698127,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,151,2.682,2.96648,3.084044304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,152,2.7,2.978,2.860435695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,153,2.718,2.9895199999999997,3.107084304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,154,2.736,3.00104,2.883475695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,155,2.754,3.01256,3.130124304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,156,2.772,3.0240799999999997,2.9065156954698126,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,157,2.79,3.0356,3.153164304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,158,2.808,3.0471199999999996,2.9295556954698125,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,159,2.826,3.05864,3.176204304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,160,2.844,3.07016,2.952595695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,161,2.862,3.0816800000000004,3.1992443045301875,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,162,2.88,3.0932,2.975635695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,163,2.898,3.1047200000000004,3.2222843045301874,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,164,2.916,3.11624,2.998675695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,165,2.934,3.1277600000000003,3.2453243045301874,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,166,2.952,3.1392800000000003,3.0217156954698132,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,167,2.97,3.1508000000000003,3.2683643045301873,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,168,2.988,3.1623200000000002,3.044755695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,169,3.0,3.17,3.287564304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,170,3.006,3.17384,3.056275695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,171,3.024,3.18536,3.3029243045301873,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,172,3.042,3.19688,3.079315695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,173,3.06,3.2084,3.325964304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,174,3.078,3.21992,3.102355695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,175,3.096,3.23144,3.349004304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,176,3.114,3.24296,3.125395695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,177,3.132,3.25448,3.372044304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,178,3.15,3.266,3.148435695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,179,3.168,3.27752,3.395084304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,180,3.186,3.28904,3.171475695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,181,3.204,3.30056,3.418124304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,182,3.222,3.31208,3.194515695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,183,3.24,3.3236000000000003,3.4411643045301874,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,184,3.258,3.33512,3.217555695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,185,3.276,3.34664,3.464204304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,186,3.294,3.3581600000000003,3.240595695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,187,3.312,3.36968,3.487244304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,188,3.33,3.3812,3.263635695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,189,3.348,3.39272,3.5102843045301872,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,190,3.366,3.40424,3.286675695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,191,3.384,3.41576,3.533324304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,192,3.402,3.42728,3.309715695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,193,3.42,3.4388,3.556364304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,194,3.438,3.45032,3.332755695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,195,3.456,3.46184,3.579404304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,196,3.474,3.47336,3.355795695469813,2.3582460054534997,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,197,3.492,3.48488,3.602444304530187,2.3582460054534997,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,198,3.51,3.4964,3.3788356954698124,2.358246005453502,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,199,3.528,3.50792,3.6254843045301874,2.358246005453502,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,200,3.546,3.51944,3.4018756954698124,2.358246005453502,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,201,3.564,3.53096,3.6485243045301874,2.358246005453502,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,202,3.582,3.54248,3.4249156954698123,2.358246005453502,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,203,3.6,3.5540000000000003,3.671564304530188,2.358246005453502,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,204,3.618,3.56552,3.4479556954698123,2.358246005453502,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,205,3.636,3.57704,3.6946043045301877,2.358246005453502,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,206,3.654,3.58856,3.4709956954698127,2.358246005453502,defined,0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,207,3.672,3.60008,3.7176443045301877,2.358246005453502,defined,-0.049852434503574676,sensitivity_only
id:x%3A0x0.0p%2B0,208,3.69,3.6116,3.4940356954698126,2.358246005453502,defined,0.049852434503574676,sensitivity_only
