x_group_id,grid_index,x,full_prediction,without_group_prediction,s_ref,s_ref_status,normalized_delta,status
id:x%3A0x0.0p%2B0,51,1.1,1.9540000000000002,1.997365581117846,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,52,1.122,1.96808,1.9247144188821543,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,53,1.144,1.98216,2.0255255811178454,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,54,1.166,1.99624,1.9528744188821543,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,55,1.188,2.01032,2.0536855811178456,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,56,1.21,2.0244,1.9810344188821543,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,57,1.232,2.03848,2.0818455811178453,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,58,1.254,2.05256,2.0091944188821547,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,59,1.276,2.06664,2.1100055811178455,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,60,1.298,2.08072,2.0373544188821544,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,61,1.32,2.0948,2.1381655811178457,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,62,1.342,2.10888,2.0655144188821546,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,63,1.364,2.12296,2.1663255811178455,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,64,1.386,2.13704,2.0936744188821543,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,65,1.408,2.1511199999999997,2.194485581117845,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,66,1.43,2.1652,2.1218344188821545,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,67,1.452,2.17928,2.2226455811178454,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,68,1.474,2.19336,2.1499944188821547,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,69,1.496,2.20744,2.2508055811178456,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,70,1.518,2.22152,2.166433991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,71,1.54,2.2356,2.290686008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,72,1.562,2.24968,2.194593991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,73,1.584,2.26376,2.318846008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,74,1.606,2.2778400000000003,2.2227539915530072,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,75,1.628,2.29192,2.3470060084469933,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,76,1.65,2.306,2.250913991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,77,1.672,2.32008,2.375166008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,78,1.694,2.33416,2.2790739915530067,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,79,1.716,2.34824,2.403326008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,80,1.738,2.36232,2.307233991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,81,1.76,2.3764000000000003,2.4314860084469934,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,82,1.782,2.39048,2.335393991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,83,1.804,2.40456,2.459646008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,84,1.826,2.41864,2.363553991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,85,1.848,2.4327199999999998,2.487806008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,86,1.87,2.4468,2.391713991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,87,1.892,2.46088,2.515966008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,88,1.914,2.4749600000000003,2.419873991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,89,1.936,2.48904,2.544126008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,90,1.958,2.50312,2.448033991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,91,1.98,2.5172,2.572286008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,92,2.0,2.5300000000000002,2.474913991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,93,2.002,2.5312799999999998,2.586366008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,94,2.024,2.54536,2.490273991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,95,2.046,2.55944,2.614526008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,96,2.068,2.5735200000000003,2.518433991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,97,2.09,2.5876,2.642686008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,98,2.112,2.60168,2.546593991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,99,2.134,2.61576,2.670846008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,100,2.156,2.62984,2.574753991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,101,2.178,2.64392,2.699006008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,102,2.2,2.6580000000000004,2.6029139915530073,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,103,2.222,2.6720800000000002,2.7271660084469933,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,104,2.244,2.68616,2.631073991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,105,2.266,2.70024,2.755326008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,106,2.288,2.71432,2.6592339915530068,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,107,2.31,2.7284,2.7834860084469932,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,108,2.332,2.74248,2.687393991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,109,2.354,2.7565600000000003,2.8116460084469934,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,110,2.376,2.77064,2.715553991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,111,2.398,2.78472,2.839806008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,112,2.42,2.7988,2.743713991553007,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,113,2.442,2.81288,2.867966008446993,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,114,2.464,2.8269599999999997,2.7718739915530066,1.1049748884943107,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,115,2.486,2.8410400000000005,2.8961260084469935,1.1049748884943107,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,116,2.508,2.8551200000000003,2.805894205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,117,2.53,2.8692,2.9184257947824195,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,118,2.552,2.88328,2.834054205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,119,2.574,2.89736,2.946585794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,120,2.596,2.91144,2.8622142052175805,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,121,2.618,2.9255199999999997,2.974745794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,122,2.64,2.9396000000000004,2.890374205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,123,2.662,2.9536800000000003,3.0029057947824196,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,124,2.684,2.96776,2.918534205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,125,2.706,2.98184,3.0310657947824193,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,126,2.728,2.99592,2.9466942052175806,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,127,2.75,3.01,3.059225794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,128,2.772,3.0240799999999997,2.9748542052175804,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,129,2.794,3.03816,3.0873857947824193,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,130,2.816,3.05224,3.0030142052175806,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,131,2.838,3.06632,3.1155457947824194,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,132,2.86,3.0804,3.0311742052175807,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,133,2.882,3.09448,3.143705794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,134,2.904,3.1085599999999998,3.0593342052175805,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,135,2.926,3.12264,3.1718657947824194,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,136,2.948,3.13672,3.0874942052175807,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,137,2.97,3.1508000000000003,3.2000257947824196,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,138,2.992,3.16488,3.115654205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,139,3.0,3.17,3.219225794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,140,3.014,3.17896,3.1297342052175807,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,141,3.036,3.19304,3.242265794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,142,3.058,3.2071199999999997,3.1578942052175805,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,143,3.08,3.2212,3.2704257947824193,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,144,3.102,3.23528,3.1860542052175806,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,145,3.124,3.2493600000000002,3.2985857947824195,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,146,3.146,3.26344,3.214214205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,147,3.168,3.27752,3.3267457947824193,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,148,3.19,3.2916,3.2423742052175806,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,149,3.212,3.30568,3.3549057947824195,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,150,3.234,3.31976,3.2705342052175808,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,151,3.256,3.33384,3.383065794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,152,3.278,3.3479200000000002,3.298694205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,153,3.3,3.362,3.4112257947824194,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,154,3.322,3.37608,3.3268542052175807,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,155,3.344,3.39016,3.439385794782419,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,156,3.366,3.40424,3.355014205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,157,3.388,3.41832,3.4675457947824193,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,158,3.41,3.4324000000000003,3.383174205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,159,3.432,3.44648,3.4957057947824195,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,160,3.454,3.46056,3.411334205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,161,3.476,3.47464,3.5238657947824192,0.9874243684417244,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,162,3.498,3.4887200000000003,3.439494205217581,0.9874243684417244,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,163,3.52,3.5028,3.5461655811178456,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,164,3.542,3.51688,3.4735144188821545,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,165,3.564,3.53096,3.5743255811178454,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,166,3.586,3.5450399999999997,3.5016744188821542,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,167,3.608,3.55912,3.6024855811178456,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,168,3.63,3.5732,3.5298344188821544,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,169,3.652,3.5872800000000002,3.6306455811178457,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,170,3.674,3.60136,3.5579944188821546,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,171,3.696,3.61544,3.6588055811178455,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,172,3.718,3.62952,3.5861544188821544,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,173,3.74,3.6436,3.6869655811178457,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,174,3.762,3.65768,3.6143144188821545,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,175,3.784,3.67176,3.7151255811178454,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,176,3.806,3.6858400000000002,3.6424744188821547,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,177,3.828,3.69992,3.7432855811178456,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,178,3.85,3.714,3.6706344188821545,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,179,3.872,3.72808,3.7714455811178453,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,180,3.894,3.74216,3.6987944188821547,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,181,3.916,3.75624,3.7996055811178455,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,182,3.938,3.7703200000000003,3.726954418882155,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,183,3.96,3.7844,3.8277655811178457,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,184,3.982,3.79848,3.7551144188821546,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,185,4.0,3.81,3.8533655811178456,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,186,4.004,3.81256,3.7691944188821545,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,187,4.026,3.82664,3.8700055811178453,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,188,4.048,3.84072,3.7973544188821546,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,189,4.07,3.8548000000000004,3.898165581117846,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,190,4.092,3.86888,3.8255144188821544,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,191,4.114,3.88296,3.9263255811178457,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,192,4.136,3.89704,3.8536744188821546,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,193,4.158,3.9111200000000004,3.954485581117846,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,194,4.18,3.9252,3.8818344188821543,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,195,4.202,3.93928,3.9826455811178456,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,196,4.224,3.95336,3.9099944188821545,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,197,4.246,3.9674400000000003,4.010805581117846,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,198,4.268,3.9815199999999997,3.9381544188821542,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,199,4.29,3.9956,4.0389655811178455,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,200,4.312,4.00968,3.966314418882155,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,201,4.334,4.023759999999999,4.067125581117845,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,202,4.356,4.03784,3.9944744188821546,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,203,4.378,4.05192,4.095285581117846,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,204,4.4,4.066000000000001,4.022634418882155,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,205,4.422,4.08008,4.123445581117846,0.8698738483891386,defined,-0.04985272427507908,sensitivity_only
id:x%3A0x0.0p%2B0,206,4.444,4.0941600000000005,4.0507944188821545,0.8698738483891386,defined,0.04985272427507908,sensitivity_only
