resample_id,status,rel_mse_uplift,failure_code
id:bootstrap-090,success,-0.0029100529100529113,
id:bootstrap-091,success,-0.0023809523809523864,
id:bootstrap-092,success,-0.0018518518518518545,
id:bootstrap-093,success,-0.0013227513227513227,
id:bootstrap-094,success,-0.0007936507936507908,
id:bootstrap-095,success,-0.0002645502645502659,
id:bootstrap-096,success,0.000264550264550259,
id:bootstrap-097,success,0.0007936507936507978,
id:bootstrap-098,success,0.0013227513227513227,
id:bootstrap-099,success,0.0018518518518518545,
id:bootstrap-100,success,0.0023809523809523794,
id:bootstrap-101,success,0.0029100529100529043,
id:bootstrap-102,success,0.003439153439153443,
id:bootstrap-103,success,0.003968253968253968,
id:bootstrap-104,success,0.0044973544973545,
id:bootstrap-105,success,0.005026455026455025,
id:bootstrap-106,success,0.00555555555555555,
id:bootstrap-107,success,0.0060846560846560885,
id:bootstrap-108,success,0.006613756613756613,
id:bootstrap-109,success,0.007142857142857145,
id:bootstrap-110,success,0.00767195767195767,
id:bootstrap-111,success,0.008201058201058195,
id:bootstrap-112,success,0.008730158730158734,
id:bootstrap-113,success,0.009259259259259259,
id:bootstrap-114,success,0.00978835978835979,
id:bootstrap-115,success,0.010317460317460315,
id:bootstrap-116,success,0.01084656084656084,
id:bootstrap-117,success,0.01137566137566138,
id:bootstrap-118,success,0.011904761904761911,
id:bootstrap-119,success,0.012433862433862436,
id:bootstrap-120,success,0.012962962962962968,
id:bootstrap-121,success,0.013492063492063486,
id:bootstrap-122,success,0.014021164021164031,
id:bootstrap-123,success,0.01455026455026455,
id:bootstrap-124,success,0.015079365079365081,
id:bootstrap-125,success,0.015608465608465613,
id:bootstrap-126,success,0.01613756613756613,
id:bootstrap-127,success,0.016666666666666677,
id:bootstrap-128,success,0.017195767195767195,
id:bootstrap-129,success,0.017724867724867727,
id:bootstrap-130,success,0.01825396825396826,
id:bootstrap-131,success,0.018783068783068776,
id:bootstrap-132,success,0.019312169312169322,
id:bootstrap-133,success,0.01984126984126984,
id:bootstrap-134,success,0.020370370370370372,
id:bootstrap-135,success,0.020899470899470904,
id:bootstrap-136,success,0.021428571428571422,
id:bootstrap-137,success,0.021957671957671968,
id:bootstrap-138,success,0.022486772486772486,
id:bootstrap-139,success,0.023015873015873017,
id:bootstrap-140,success,0.02354497354497355,
id:bootstrap-141,success,0.024074074074074067,
id:bootstrap-142,success,0.024603174603174613,
id:bootstrap-143,success,0.02513227513227513,
id:bootstrap-144,success,0.025661375661375663,
id:bootstrap-145,success,0.026190476190476195,
id:bootstrap-146,success,0.026719576719576713,
id:bootstrap-147,success,0.02724867724867726,
id:bootstrap-148,success,0.027777777777777776,
id:bootstrap-149,success,0.028306878306878308,
id:bootstrap-150,success,0.02883597883597884,
id:bootstrap-151,success,0.029365079365079358,
id:bootstrap-152,success,0.029894179894179904,
id:bootstrap-153,success,0.03042328042328042,
id:bootstrap-154,success,0.030952380952380953,
id:bootstrap-155,success,0.031481481481481485,
id:bootstrap-156,success,0.032010582010582,
id:bootstrap-157,success,0.03253968253968255,
id:bootstrap-158,success,0.03306878306878307,
id:bootstrap-159,success,0.0335978835978836,
id:bootstrap-160,success,0.03412698412698413,
id:bootstrap-161,success,0.03465608465608465,
id:bootstrap-162,success,0.035185185185185194,
id:bootstrap-163,success,0.03571428571428571,
id:bootstrap-164,success,0.036243386243386244,
id:bootstrap-165,success,0.036772486772486776,
id:bootstrap-166,success,0.037301587301587294,
id:bootstrap-167,success,0.03783068783068784,
id:bootstrap-168,success,0.03835978835978836,
id:bootstrap-169,success,0.03888888888888889,
id:bootstrap-170,success,0.03941798941798942,
id:bootstrap-171,success,0.03994708994708994,
id:bootstrap-172,success,0.040476190476190485,
id:bootstrap-173,success,0.041005291005291,
id:bootstrap-174,success,0.041534391534391535,
id:bootstrap-175,success,0.04206349206349207,
id:bootstrap-176,success,0.042592592592592585,
id:bootstrap-177,success,0.04312169312169313,
id:bootstrap-178,success,0.04365079365079365,
id:bootstrap-179,success,0.04417989417989418,
id:bootstrap-180,success,0.04470899470899471,
id:bootstrap-181,success,0.04523809523809523,
id:bootstrap-182,success,0.045767195767195776,
id:bootstrap-183,success,0.046296296296296294,
id:bootstrap-184,success,0.046825396825396826,
id:bootstrap-185,success,0.04735449735449736,
id:bootstrap-186,success,0.047883597883597875,
id:bootstrap-187,success,0.04841269841269842,
id:bootstrap-188,success,0.04894179894179894,
id:bootstrap-189,success,0.04947089947089947,
id:bootstrap-190,success,0.05,
id:bootstrap-191,failed,,PIPELINE_FAILURE
id:bootstrap-192,failed,,PIPELINE_FAILURE
id:bootstrap-193,failed,,PIPELINE_FAILURE
id:bootstrap-194,failed,,PIPELINE_FAILURE
id:bootstrap-195,failed,,PIPELINE_FAILURE
id:bootstrap-196,failed,,PIPELINE_FAILURE
id:bootstrap-197,failed,,PIPELINE_FAILURE
id:bootstrap-198,failed,,PIPELINE_FAILURE
id:bootstrap-199,failed,,PIPELINE_FAILURE
id:bootstrap-200,failed,,PIPELINE_FAILURE
