series,x,y,domain_start,domain_end
p1,5.1699999999999999,4.5587999999999997,0,11
p1,5.2800000000000002,4.6292000000000009,0,11
p1,5.3899999999999997,4.6996000000000002,0,11
p1,5.5,4.7699999999999996,0,11
p1,5.6100000000000003,4.8404000000000007,0,11
p1,5.7199999999999998,4.9108000000000001,0,11
p1,5.8300000000000001,4.9812000000000003,0,11
p1,5.9400000000000004,5.0516000000000005,0,11
p1,6.0499999999999998,5.1219999999999999,0,11
p1,6.1600000000000001,5.1924000000000001,0,11
p1,6.2699999999999996,5.2627999999999995,0,11
p1,6.3799999999999999,5.3331999999999997,0,11
p1,6.4900000000000002,5.4036,0,11
p1,6.5999999999999996,5.4740000000000002,0,11
p1,6.71,5.5444000000000004,0,11
p1,6.8200000000000003,5.6148000000000007,0,11
p1,6.9299999999999997,5.6852,0,11
p1,7.04,5.7556000000000003,0,11
p1,7.1500000000000004,5.8260000000000005,0,11
p1,7.2599999999999998,5.8963999999999999,0,11
p1,7.3700000000000001,5.9668000000000001,0,11
p1,7.4800000000000004,6.0372000000000003,0,11
p1,7.5899999999999999,6.1075999999999997,0,11
p1,7.7000000000000002,6.1779999999999999,0,11
p1,7.8099999999999996,6.2484000000000002,0,11
p1,7.9199999999999999,6.3188000000000004,0,11
p1,8.0299999999999994,6.3891999999999998,0,11
p1,8.1400000000000006,6.4596000000000009,0,11
p1,8.25,6.5300000000000002,0,11
p1,8.3599999999999994,6.6003999999999996,0,11
p1,8.4700000000000006,6.6708000000000007,0,11
p1,8.5800000000000001,6.7412000000000001,0,11
p1,8.6899999999999995,6.8115999999999994,0,11
p1,8.8000000000000007,6.8820000000000006,0,11
p1,8.9100000000000001,6.9523999999999999,0,11
p1,9.0199999999999996,7.0228000000000002,0,11
p1,9.1300000000000008,7.0932000000000004,0,11
p1,9.2400000000000002,7.1636000000000006,0,11
p1,9.3499999999999996,7.234,0,11
p1,9.4600000000000009,7.3044000000000011,0,11
p1,9.5700000000000003,7.3748000000000005,0,11
p1,9.6799999999999997,7.4451999999999998,0,11
p1,9.7899999999999991,7.5155999999999992,0,11
p1,9.9000000000000004,7.5860000000000003,0,11
p1,10.01,7.6563999999999997,0,11
p1,10.119999999999999,7.7267999999999999,0,11
p1,10.23,7.7972000000000001,0,11
p1,10.34,7.8676000000000004,0,11
p1,10.449999999999999,7.9379999999999997,0,11
p1,10.56,8.0084000000000017,0,11
p1,10.67,8.0788000000000011,0,11
p1,10.779999999999999,8.1492000000000004,0,11
p1,10.890000000000001,8.2195999999999998,0,11
p1,11,8.2899999999999991,0,11
p2_left,0,1.75,0,5.5
p2_left,0.11,1.7851999999999999,0,5.5
p2_left,0.22,1.8204,0,5.5
p2_left,0.33000000000000002,1.8555999999999999,0,5.5
p2_left,0.44,1.8908,0,5.5
p2_left,0.55000000000000004,1.9259999999999999,0,5.5
p2_left,0.66000000000000003,1.9612000000000001,0,5.5
p2_left,0.77000000000000002,1.9964,0,5.5
p2_left,0.88,2.0316000000000001,0,5.5
p2_left,0.98999999999999999,2.0668000000000002,0,5.5
p2_left,1.1000000000000001,2.1019999999999999,0,5.5
p2_left,1.21,2.1372,0,5.5
p2_left,1.3200000000000001,2.1724000000000001,0,5.5
p2_left,1.4299999999999999,2.2076000000000002,0,5.5
p2_left,1.54,2.2427999999999999,0,5.5
p2_left,1.6499999999999999,2.278,0,5.5
p2_left,1.76,2.3132000000000001,0,5.5
p2_left,1.8700000000000001,2.3483999999999998,0,5.5
p2_left,1.98,2.3835999999999999,0,5.5
p2_left,2.0899999999999999,2.4188000000000001,0,5.5
p2_left,2.2000000000000002,2.4540000000000002,0,5.5
p2_left,2.3100000000000001,2.4892000000000003,0,5.5
p2_left,2.4199999999999999,2.5244,0,5.5
p2_left,2.5299999999999998,2.5596000000000001,0,5.5
p2_left,2.6400000000000001,2.5948000000000002,0,5.5
p2_left,2.75,2.6299999999999999,0,5.5
p2_left,2.8599999999999999,2.6652,0,5.5
p2_left,2.9700000000000002,2.7004000000000001,0,5.5
p2_left,3.0800000000000001,2.7355999999999998,0,5.5
p2_left,3.1899999999999999,2.7707999999999999,0,5.5
p2_left,3.2999999999999998,2.806,0,5.5
p2_left,3.4100000000000001,2.8412000000000002,0,5.5
p2_left,3.52,2.8764000000000003,0,5.5
p2_left,3.6299999999999999,2.9116,0,5.5
p2_left,3.7400000000000002,2.9468000000000001,0,5.5
p2_left,3.8500000000000001,2.9820000000000002,0,5.5
p2_left,3.96,3.0171999999999999,0,5.5
p2_left,4.0700000000000003,3.0524000000000004,0,5.5
p2_left,4.1799999999999997,3.0876000000000001,0,5.5
p2_left,4.29,3.1227999999999998,0,5.5
p2_left,4.4000000000000004,3.1580000000000004,0,5.5
p2_left,4.5099999999999998,3.1932,0,5.5
p2_left,4.6200000000000001,3.2284000000000002,0,5.5
p2_left,4.7300000000000004,3.2636000000000003,0,5.5
p2_left,4.8399999999999999,3.2988,0,5.5
p2_left,4.9500000000000002,3.3340000000000001,0,5.5
p2_left,5.0599999999999996,3.3692000000000002,0,5.5
p2_left,5.1699999999999999,3.4043999999999999,0,5.5
p2_left,5.2800000000000002,3.4396000000000004,0,5.5
p2_left,5.3899999999999997,3.4748000000000001,0,5.5
p2_left,5.5,3.5099999999999998,0,5.5
p2_right,5.5,3.5099999999999998,5.5,11
p2_right,5.6100000000000003,3.6177999999999999,5.5,11
p2_right,5.7199999999999998,3.7255999999999996,5.5,11
p2_right,5.8300000000000001,3.8333999999999997,5.5,11
p2_right,5.9400000000000004,3.9412000000000003,5.5,11
p2_right,6.0499999999999998,4.0489999999999995,5.5,11
p2_right,6.1600000000000001,4.1567999999999996,5.5,11
p2_right,6.2699999999999996,4.2645999999999997,5.5,11
p2_right,6.3799999999999999,4.3723999999999998,5.5,11
p2_right,6.4900000000000002,4.4802,5.5,11
p2_right,6.5999999999999996,4.5879999999999992,5.5,11
p2_right,6.71,4.6958000000000002,5.5,11
p2_right,6.8200000000000003,4.8036000000000003,5.5,11
p2_right,6.9299999999999997,4.9113999999999995,5.5,11
p2_right,7.04,5.0191999999999997,5.5,11
p2_right,7.1500000000000004,5.1269999999999998,5.5,11
p2_right,7.2599999999999998,5.2347999999999999,5.5,11
p2_right,7.3700000000000001,5.3426,5.5,11
p2_right,7.4800000000000004,5.4504000000000001,5.5,11
p2_right,7.5899999999999999,5.5581999999999994,5.5,11
p2_right,7.7000000000000002,5.6660000000000004,5.5,11
p2_right,7.8100000000000005,5.7737999999999996,5.5,11
p2_right,7.9199999999999999,5.8815999999999997,5.5,11
p2_right,8.0299999999999994,5.9893999999999989,5.5,11
p2_right,8.1400000000000006,6.0972000000000008,5.5,11
p2_right,8.25,6.2050000000000001,5.5,11
p2_right,8.3599999999999994,6.3127999999999993,5.5,11
p2_right,8.4700000000000006,6.4206000000000003,5.5,11
p2_right,8.5800000000000001,6.5283999999999995,5.5,11
p2_right,8.6899999999999995,6.6361999999999988,5.5,11
p2_right,8.8000000000000007,6.7439999999999998,5.5,11
p2_right,8.9100000000000001,6.8517999999999999,5.5,11
p2_right,9.0199999999999996,6.9595999999999991,5.5,11
p2_right,9.129999999999999,7.0673999999999992,5.5,11
p2_right,9.2400000000000002,7.1752000000000002,5.5,11
p2_right,9.3499999999999996,7.2829999999999995,5.5,11
p2_right,9.4600000000000009,7.3908000000000005,5.5,11
p2_right,9.5700000000000003,7.4985999999999997,5.5,11
p2_right,9.6799999999999997,7.6063999999999998,5.5,11
p2_right,9.7899999999999991,7.7141999999999991,5.5,11
p2_right,9.9000000000000004,7.8220000000000001,5.5,11
p2_right,10.01,7.9297999999999993,5.5,11
p2_right,10.120000000000001,8.0376000000000012,5.5,11
p2_right,10.23,8.1454000000000004,5.5,11
p2_right,10.34,8.2531999999999996,5.5,11
p2_right,10.449999999999999,8.3609999999999989,5.5,11
p2_right,10.559999999999999,8.4687999999999981,5.5,11
p2_right,10.67,8.5765999999999991,5.5,11
p2_right,10.780000000000001,8.6844000000000001,5.5,11
p2_right,10.890000000000001,8.7922000000000011,5.5,11
p2_right,11,8.8999999999999986,5.5,11
