x,y
16.847814,79.122359
16.865977,79.146042
16.885602,79.171584
16.905092,79.198541
16.926824,79.227616
16.948208,79.255724
16.970438,79.285258
16.99251,79.31414
17.013552,79.341682
17.032516,79.36658
17.053002,79.393501
17.074123,79.420601
17.09473,79.44681
17.113969,79.472563
17.131,79.495991
17.15289,79.524395
17.174853,79.554573
17.196167,79.583408
17.217036,79.613094
17.235415,79.63976
17.256444,79.668209
17.278208,79.697851
17.297792,79.724488
17.317641,79.752669
17.335336,79.777559
17.35793,79.810966
17.375616,79.835755
17.395531,79.864217
17.415381,79.891882
17.434696,79.91853
17.452519,79.944014
17.471674,79.971042
17.492264,79.999615
17.512932,80.027753
17.533621,80.05568
17.551819,80.079268
17.571264,80.105091
17.590125,80.130559
17.610658,80.157845
17.631598,80.186691
17.652563,80.214509
17.672895,80.242027
17.694461,80.272203
17.713156,80.297098
17.734265,80.324596
17.753002,80.350893
17.775019,80.38109
17.796114,80.409309
17.81696,80.437529
17.839213,80.468356
17.859348,80.495284
17.877041,80.51918
17.897967,80.547572
17.91856,80.575283
17.938777,80.602215
17.958477,80.628029
17.981233,80.658097
18.001276,80.685108
18.021395,80.712565
18.042893,80.740527
18.059753,80.76194
18.079094,80.78658
18.097206,80.809628
18.116392,80.83469
18.13695,80.860509
18.1567,80.885737
18.175098,80.908955
18.194393,80.933555
18.211937,80.955545
18.230415,80.979003
18.249529,81.003752
18.268907,81.027778
18.288826,81.052823
18.311653,81.080077
18.33138,81.103378
18.350553,81.127488
18.370131,81.151104
18.390131,81.174838
18.408652,81.197505
18.430048,81.224292
18.452881,81.25159
18.471907,81.275689
18.491994,81.300725
18.512745,81.326874
18.532166,81.35148
18.550582,81.375922
18.572528,81.40358
18.591837,81.428536
18.609689,81.451024
18.631703,81.479604
18.6519,81.504917
18.67145,81.52931
18.691925,81.555824
18.712703,81.582122
18.732822,81.607094
18.753736,81.633667
18.775662,81.660493
18.796057,81.685967
18.815421,81.709906
18.835131,81.735753
18.855031,81.761306
18.872681,81.7822
18.892353,81.806208
18.9147,81.833634
18.937131,81.860551
18.957479,81.884498
18.976781,81.907711
18.996646,81.931926
19.016281,81.955779
19.03855,81.982253
19.05911,82.007158
19.078876,82.032242
19.100102,82.057853
19.122031,82.086069
19.14545,82.115267
19.163511,82.137175
19.185004,82.164502
19.204769,82.187884
19.226006,82.213291
19.246855,82.238376
19.267963,82.263998
19.287999,82.28791
19.311462,82.316323
19.332352,82.341609
19.354816,82.368902
19.375253,82.393089
19.393731,82.414483
19.414073,82.437916
19.433177,82.461154
19.45076,82.482288
19.470281,82.505338
19.490626,82.529491
19.512359,82.5553
19.535478,82.583116
19.553516,82.604787
19.575557,82.630395
19.597407,82.656369
19.614386,82.676455
19.636561,82.702304
19.656579,82.725152
19.674922,82.74618
19.693137,82.767597
19.716346,82.79469
19.734912,82.815882
19.753627,82.837143
19.775971,82.862288
19.801364,82.891012
19.822642,82.91489
19.842572,82.937185
19.862224,82.959427
19.883549,82.985238
19.904514,83.008926
19.924343,83.032478
19.944284,83.056302
19.965677,83.081111
19.98404,83.10207
20.003585,83.124235
20.023484,83.14734
20.044437,83.170614
20.06506,83.193344
20.085572,83.217244
20.104245,83.239497
20.123129,83.261902
20.14412,83.28625
20.164555,83.309493
20.184708,83.332365
20.204707,83.354655
20.22583,83.379441
20.245937,83.401543
20.266012,83.423663
20.287562,83.448298
20.308144,83.470697
20.330121,83.495309
20.351651,83.519877
20.371211,83.542034
20.390787,83.563433
20.410445,83.584821
20.430537,83.606834
20.447158,83.625697
20.467408,83.649322
20.486896,83.671417
20.503522,83.689933
20.525139,83.713342
20.545513,83.735595
20.563984,83.756072
20.580662,83.774547
20.601105,83.796934
20.623527,83.821587
20.642953,83.84279
20.661262,83.862812
20.682257,83.885718
20.703915,83.908982
20.723104,83.930498
20.742196,83.952139
20.763512,83.976812
20.783926,84.000122
20.80149,84.021154
20.823386,84.046324
20.842999,84.069808
20.861648,84.089998
20.879074,84.109295
20.896781,84.12952
20.918253,84.155268
20.937558,84.177939
20.960614,84.204784
20.979968,84.226651
20.998838,84.248347
21.018441,84.271262
21.038153,84.294263
21.059324,84.318086
21.082573,84.343651
21.104161,84.367295
21.123464,84.387714
21.141611,84.407014
21.161015,84.428114
21.180606,84.449224
21.198822,84.469629
21.217594,84.4892
21.23504,84.507796
21.254868,84.528459
21.276208,84.550806
21.294811,84.570338
21.314872,84.591476
21.333097,84.61086
21.352853,84.631711
21.370895,84.649794
21.38961,84.668794
21.409578,84.689826
21.429681,84.711175
21.45036,84.733312
21.471546,84.755852
21.489675,84.774283
21.509192,84.793913
21.529945,84.816125
21.548479,84.835404
21.569378,84.857679
21.591359,84.881023
21.613657,84.90358
21.632995,84.922715
21.651233,84.941744
21.671189,84.961627
21.690448,84.981465
21.711903,85.003898
21.732775,85.025443
21.755199,85.049176
21.775428,85.070993
21.793529,85.090608
21.811869,85.110624
21.833412,85.13319
21.854166,85.155515
21.8766,85.178868
21.898529,85.200577
21.92154,85.224181
21.943253,85.246919
21.9655,85.270266
21.986866,85.292321
22.008733,85.315219
22.02682,85.334301
22.047125,85.354864
22.068423,85.376618
22.089086,85.39851
22.11094,85.422066
22.130291,85.441613
22.148546,85.45994
22.16842,85.480231
22.186823,85.499267
22.209222,85.522578
22.231082,85.54565
22.250867,85.566918
22.272011,85.58917
22.292354,85.61084
22.3123,85.631604
22.334619,85.655967
22.357165,85.67961
22.379249,85.703206
22.399953,85.724721
22.420047,85.746309
22.440295,85.767971
22.461364,85.790832
22.483892,85.815555
22.504283,85.838307
22.525211,85.860856
22.544775,85.881588
22.565933,85.904121
22.586387,85.926354
22.6068,85.948761
22.625358,85.968373
22.645401,85.990694
22.665426,86.012794
22.68737,86.036207
22.707261,86.058227
22.727132,86.079713
22.749718,86.104757
22.771451,86.128915
22.790655,86.149581
22.812232,86.173613
22.833622,86.196671
22.853364,86.217698
22.873605,86.239498
22.893195,86.260388
22.914536,86.283457
22.934768,86.305093
22.955185,86.326916
22.974636,86.349301
22.992345,86.368883
23.011537,86.38997
23.031225,86.411464
23.051913,86.43452
23.072541,86.457264
23.088634,86.475092
23.110359,86.499542
23.130053,86.521239
23.152682,86.545657
23.171041,86.56498
23.189295,86.584143
23.209744,86.606469
23.227713,86.625477
23.249158,86.647248
23.269581,86.669103
23.290903,86.691826
23.309676,86.71095
23.331263,86.733259
23.352155,86.755596
23.374814,86.779544
23.39396,86.799343
23.413863,86.819753
23.43636,86.843644
23.45537,86.863487
23.473965,86.882282
23.49462,86.90301
23.519461,86.929165
23.540579,86.95039
23.562605,86.97341
23.581144,86.992516
23.604045,87.017023
23.626867,87.040748
23.649128,87.064471
23.668269,87.083957
23.689084,87.105847
23.709797,87.128631
23.729445,87.149318
23.75382,87.174194
23.77223,87.193848
23.791445,87.213608
23.812938,87.235529
23.83684,87.261506
23.855462,87.281267
23.875393,87.301472
23.895626,87.322251
23.916762,87.344373
23.939394,87.368387
23.961711,87.391922
23.979804,87.411416
24.000933,87.433902
24.020688,87.454768
24.042226,87.477217
24.062944,87.498169
24.079885,87.515601
24.102187,87.538242
24.123251,87.559971
24.141327,87.578734
24.162019,87.599673
24.181103,87.619742
24.200135,87.639366
24.218675,87.658493
24.237593,87.678154
24.258301,87.699287
24.277554,87.719508
24.298781,87.742461
24.317049,87.761223
24.335263,87.779715
24.353649,87.798086
24.371751,87.815933
24.392542,87.837047
24.411917,87.856958
24.430606,87.8749
24.452455,87.897127
24.475003,87.919303
24.493103,87.937684
24.516344,87.960769
24.536091,87.980624
24.557608,88.002473
24.577649,88.023872
24.597721,88.044507
24.616027,88.062827
24.635568,88.082756
24.65493,88.10142
24.674643,88.121078
24.694938,88.14043
24.713721,88.159436
24.735836,88.18089
24.757766,88.202465
24.776241,88.219923
24.794084,88.237035
24.81378,88.255764
24.833423,88.274058
24.853573,88.292344
24.875053,88.311992
24.89359,88.328961
24.915674,88.349191
24.938036,88.369101
24.960048,88.388446
24.980891,88.407307
25.000233,88.42471
25.018562,88.441082
25.037319,88.457986
25.057106,88.475669
25.077075,88.493006
25.098641,88.511745
25.118855,88.528524
25.136987,88.54439
25.158057,88.562235
25.176618,88.578129
25.195735,88.594154
25.216494,88.611864
25.234547,88.626747
25.253627,88.642629
25.27286,88.658863
25.294088,88.677019
25.312198,88.69199
25.333809,88.710398
25.356228,88.729457
25.37417,88.744469
25.393389,88.761184
25.412861,88.777922
25.43461,88.79681
25.453106,88.812092
25.474805,88.830505
25.495017,88.847581
25.514374,88.86402
25.534755,88.880262
25.554873,88.896294
25.575807,88.914852
25.595286,88.931353
25.613558,88.946971
25.634552,88.964732
25.653014,88.980066
25.670307,88.994506
25.690901,89.011806
25.708011,89.026304
25.727131,89.042196
25.742919,89.056143
25.760612,89.07127
25.778966,89.08724
25.800501,89.10486
25.820606,89.122185
25.841183,89.139712
25.863801,89.158599
25.883335,89.174713
25.90271,89.191818
25.923209,89.209649
25.943507,89.226803
25.964869,89.245625
25.986909,89.264721
26.004879,89.279884
26.0272,89.298731
26.046447,89.314298
26.06571,89.329839
26.082949,89.343893
26.10531,89.362526
26.122853,89.376601
26.143035,89.393261
26.16398,89.410774
26.18425,89.427468
26.203665,89.443542
26.226568,89.462979
26.244613,89.478076
26.266545,89.496735
26.284118,89.512113
26.303361,89.528942
26.324692,89.546365
26.346507,89.564835
26.365001,89.580518
26.384161,89.596408
26.403465,89.612654
26.426632,89.632501
26.449584,89.651959
26.469089,89.668929
26.486175,89.683832
26.506433,89.701584
26.525363,89.717346
26.544572,89.733741
26.56553,89.752166
26.588946,89.772778
26.609907,89.791328
26.627454,89.806044
26.648704,89.82405
26.670226,89.841942
26.688746,89.857597
26.707386,89.873259
26.728061,89.891065
26.747587,89.907665
26.766989,89.92368
26.785805,89.939398
26.806161,89.956208
26.825413,89.972977
26.843256,89.988304
26.863261,90.005322
26.883245,90.022211
26.902218,90.038596
26.922947,90.056551
26.941511,90.072009
26.961146,90.089458
26.978498,90.104219
26.998962,90.121909
27.019527,90.139589
27.038539,90.155677
27.062204,90.176056
27.081881,90.192697
27.103221,90.2108
27.120678,90.225554
27.139395,90.240924
27.158549,90.257538
27.175964,90.271684
27.195073,90.287456
27.214933,90.304392
27.237378,90.32368
27.255641,90.339694
27.274679,90.35619
27.297467,90.376577
27.320531,90.396271
27.339147,90.411804
27.357863,90.427376
27.376604,90.443326
27.397096,90.460831
27.417161,90.477775
27.438051,90.495167
27.456442,90.510264
27.475559,90.526971
27.495777,90.543063
27.515348,90.558949
27.535965,90.575474
27.553008,90.589143
27.571257,90.603594
27.590424,90.618771
27.610733,90.635025
27.630388,90.650445
27.650634,90.665996
27.668982,90.680555
27.689038,90.696202
27.710035,90.712084
27.728886,90.726154
27.750711,90.743281
27.770514,90.758443
27.791318,90.774551
27.806743,90.786874
27.827014,90.802739
27.849244,90.820315
27.870134,90.836473
27.892151,90.852612
27.91391,90.869016
27.936895,90.886696
27.95784,90.902797
27.978679,90.918746
27.998618,90.934217
28.018468,90.950324
